user,fecha,location,tweet,columna_traducida,TextBlob,compound
BrotonsCliment,2019-10-16 09:40:09,"Comunidad Valenciana, España","RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",  vox en    santi abascal in  el hormiguero   quot we are the only ones who would not allow women rapists out of jail    ,negative,0.4168
sergimol78,2019-10-16 09:36:55,Murcia,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
alexlifepink,2019-10-16 09:31:53,"Guillena, Sevilla","RT @protestona1: ¿Ha dicho Santi Abascal que los que hablan del cambio climático lo que quieren es QUITARNOS LIBERTAD?🙄

#SantiagoAbascalEH…",     has santi abascal said that those who talk about climate change what they want is to remove us freedom  santiago   santiagoabascaleh,positive,0.6705
alexlifepink,2019-10-16 09:31:39,"Guillena, Sevilla",RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,     when santi abascal says that he is against abortion and that he would remove it from public health what he really means,positive,0.0
alexlifepink,2019-10-16 09:30:46,"Guillena, Sevilla","RT @protestona1: Santiago Abascal dice que ha hipotecado toda su vida 🙄🙄🙄 

Toda su pta vida chupando del bote y dice que ha hipotecado su…",     santiago abascal says he has mortgaged all his life  all his life he sucked off the boat and says he has mortgaged his,positive,-0.4588
soybytuiterilla,2019-10-16 09:25:08,"Málaga, España",Parece que interesó mucho mas la entrevista de #SantiagoAbascalEH que la de #ErrejonEH con un 11 de audiencia.,it seems that the  santiagoabascaleh interview was more interesting than the  errejoneh interview with an  audience ,positive,0.4576
OCIOWORLD1,2019-10-16 08:04:19,,"La entrevista de Santiago Abascal en El Hormiguero – La polémica está servida
https://t.co/aQhQuD6OAN
#12Octubre… https://t.co/TSFzuo90zk",the interview of santiago abascal in el hormiguero   the controversy is served    t co        t co ,positive,0.0
relator_oficial,2019-10-16 07:38:10,España,"@eslamananadeFJL @vox_es @Ortega_Smith ✅  ATENCIÓN !!! ✅
@Ortega_Smith ahora mismo en @esRadio @eslamananadeFJL !!… https://t.co/xSmv1FHW4X", eslamananadefjl  vox es  ortega smith  attention     o  ortega smith right now at  esradio  eslamananadefjl       t co ,positive,0.0
AmparoDelacru13,2019-10-16 07:37:04,"Valencia, España",RT @encuestasEspaa2: ¿Consideras que Santiago Abascal ha salido reforzado después de esta entrevista? #SantiagoAbascalEH,     do you think that santiago abascal has been reinforced after this interview   santiagoabascaleh,positive,0.0
bokemalaga8101,2019-10-16 07:36:46,,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
relator_oficial,2019-10-16 07:32:33,España,"🚨ATENCIÓN!!!🚨
@Ortega_Smith ahora mismo en @esRadio @eslamananadeFJL !!

⛔️Si eres rojo NO LO ESCUCHES!!⛔️
Tu cereb… https://t.co/aIV7r20uOj", attention       ortega smith right now at  esradio  eslamananadefjl    if you are red don   t listen to it     your brain    t co ,positive,0.0
CPacotilla,2019-10-16 07:27:12,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
paponilla,2019-10-16 07:20:44,España,RT @elespanolazo: #SantiagoAbascalEH Pablo Motos es un periodista objetivo que trata por igual a todos sus invitados. https://t.co/VPHtlRQn…,  elespanolazo   santiagoabascaleh pablo motos is an objective journalist who treats all his guests equally     t co vphtlrqn,positive,0.0
tarracovalver,2019-10-16 07:19:41,España,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
gaab75,2019-10-16 06:32:27,Tabarnia,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
jjRaysa1111,2019-10-16 06:25:32,,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
Julia_del_Rey1,2019-10-16 06:16:04,"Sabadell, Barcelona.",RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
cabiria54670836,2019-10-16 06:07:34,,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
ingenius6,2019-10-16 06:01:48,España,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
n378urn3r,2019-10-16 04:41:48,,Igualito que #SantiagoAbascalEH . Sólo le ha faltado el masaje https://t.co/mvqNJWHe3o,same as  santiagoabascaleh  he has only lacked the massage    t co ,positive,0.0
apcabosmurcia,2019-10-16 04:24:07,,"RT @apcalava: #APCABOSporyparaloscabos
@Santi_ABASCAL @vox_es #SantiagoAbascalEH

⚫️ Pase al grupo retributivo B de la administración gener…",  apcalava   apcabosporyparaloscabos  santi abascal  vox es  santiagoabascaleh  go to remuneration group b of the general administration,positive,0.0
SilviaEnrquez6,2019-10-16 02:17:45,,RT @Voxsantafe: Grande @Santi_ABASCAL en @El_Hormiguero. Sin rehuir ningún tema y siendo muy claro. Sentido común en televisión que ya hací…,  voxsantafe  grande  santi abascal in  el hormiguero  without avoiding any subject and being very clear  common sense on television that i already did    ,negative,0.6032
PuteadorCid,2019-10-15 23:59:49,,"@PSOE Vosotros no estáis viendo en directo lo que está pasando en Cataluña, ¿verdad? ¿Cómo podéis tener tanta cara?… https://t.co/osonNeXw0l", psoe you are not watching live what is happening in catalonia  right  how can you have so much face     t co ,positive,0.0
amorerandreu,2019-10-15 23:45:03,"Barcelone, Espagne",RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
Alvaritoforo2,2019-10-15 22:28:48,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
steevendelgado,2019-10-15 22:27:28,"Alcalá de Henares, España",RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,     abascal has said that he is a communist in the anthill  santiagoabascaleh    t co ,positive,0.0
vascosta22,2019-10-15 22:16:55,"Matosinhos, Portugal","RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",  vox en    santi abascal in  el hormiguero   quot we are the only ones who would not allow women rapists out of jail    ,negative,0.4168
vascosta22,2019-10-15 22:15:11,"Matosinhos, Portugal","RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Nosotros defendemos la ley de legítima defensa. Que una persona pueda defender su propie…",  vox en    santi abascal in  el hormiguero   quot we defend the law of self defense  that a person can defend their property    ,positive,0.128
KKraSsTyy,2019-10-15 22:13:18,"Cornellà de Llobregat, España",RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
alamire67,2019-10-15 21:56:30,,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
kalidoscopica,2019-10-15 21:53:24,"Madrid, Comunidad de Madrid","RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
OCIOWORLD1,2019-10-15 21:44:57,,"La entrevista de Santiago Abascal en El Hormiguero – La polémica está servida
https://t.co/aQhQuD6OAN
#12Octubre… https://t.co/OxhQCyL2t5",the interview of santiago abascal in el hormiguero   the controversy is served    t co        t co ,positive,0.0
onceeme,2019-10-15 21:40:51,Donde pusieron las bombas...,RT @Unademadrid: #ErrejonEH está más contento hoy el sanatorio? El otro día con #SantiagoAbascalEH parecía como estreñido.,  unademadrid   errejoneh is the sanatorium happy today  the other day with  santiagoabascaleh seemed like constipated ,positive,0.7351
Maria10303097,2019-10-15 21:31:52,Madrid,"RT @relator_oficial: @esRadio @Ortega_Smith @vox_es @eslamananadeFJL Mañana otro programa con récord de audiencia!!

#SantiagoAbascalEH 
#o…",  relator oficial   esradio  ortega smith  vox es  eslamananadefjl tomorrow another program with an audience record     santiagoabascaleh   o    ,positive,0.0
Unademadrid,2019-10-15 21:28:24,,#ErrejonEH está más contento hoy el sanatorio? El otro día con #SantiagoAbascalEH parecía como estreñido., errejoneh is the sanatorium happy today  the other day with  santiagoabascaleh seemed like constipated ,positive,0.7351
987Goretti,2019-10-15 21:18:42,Burgos (España),RT @El_Hormiguero: Comenzamos la ronda de visitas políticas de cara a las elecciones del próximo 10 de Noviembre. Esta noche nos visita @Sa…,  el hormiguero  we begin the round of political visits for the elections on november   tonight visit us   sa    ,negative,0.0
egoJarp,2019-10-15 21:06:44,En las Españas del mundo.,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",     pablo motos  unwittingly  is making abascal the best possible campaign making him the toughest interview he has    ,positive,0.5994
viceen_4,2019-10-15 21:01:51,"Leioa, España",RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,     abascal has said that he is a communist in the anthill  santiagoabascaleh    t co ,positive,0.0
Jotaceeeee,2019-10-15 21:01:28,,RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,     abascal has said that he is a communist in the anthill  santiagoabascaleh    t co ,positive,0.0
marcgc1992,2019-10-15 20:59:15,África del norte,RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,     abascal has said that he is a communist in the anthill  santiagoabascaleh    t co ,positive,0.0
juananxy,2019-10-15 20:56:13,"Alicante, España",RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,     abascal has said that he is a communist in the anthill  santiagoabascaleh    t co ,positive,0.0
GabBall97,2019-10-15 20:55:04,Capitalismo tardío,RT @ToniSantaella1: Abascal ha dicho que es comunista en el hormiguero #SantiagoAbascalEH https://t.co/dhs62zLEMh,     abascal has said that he is a communist in the anthill  santiagoabascaleh    t co ,positive,0.0
amandaschez,2019-10-15 20:50:32,"Madrid, Comunidad de Madrid","#ErrejonEH 

¿Por qué no le preguntas por su dilatada experiencia laboral y profesional? ¿y por lo de la beca?

Ni… https://t.co/6WAoCn7lx4", errejoneh why don   t you ask him for his extensive work and professional experience  and about the scholarship  ni    t co ,positive,0.0
OscarBene27,2019-10-15 20:47:59,"Madrid, Comunidad de Madrid","Vaya si resulta que después de la entrevista a 
@Santi_ABASCAL millones de españoles han descubierto que los de VOX… https://t.co/0oCR8vPTyQ",go if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox        t co ,positive,0.0
OscarBene27,2019-10-15 20:47:58,"Madrid, Comunidad de Madrid","Yo creo que #SantiagoAbascalEH dice lo que piensa mucha gente y nadie tiene cojones a decir.

Prefiero al que va de… https://t.co/SDznkh1xtG",i believe that  santiagoabascaleh says what many people think and nobody has any balls to say  i prefer the one that goes from    t co ,positive,0.0
ale_luis_1999,2019-10-15 20:46:55,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
Engaya78702505,2019-10-15 20:43:40,,"RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
pallaron12,2019-10-15 20:38:29,"Asturias ,Aviles.","RT @EmileZolaw: #SantiagoAbascalEH TEZANOS pensando en suicidarse. ¡Manda cojones estoy prevaricando, delinquiendo, siendo un hjo d puta re…",  emilezolaw   santiagoabascaleh tezanos thinking about committing suicide  send the hell i   m prevailing  committing crime  being a son of a bitch,positive,-0.9501
Waitty,2019-10-15 20:35:32,"Málaga, España",#SantiagoAbascalEH era TT con mucha diferencia  y #ErrejonEH no sale ni en la lista 🤣🤣🤣🤣🤣, santiagoabascaleh was tt with a lot of difference and  errejoneh doesn   t even appear on the list ,positive,0.0
pradigales,2019-10-15 20:14:11,De camino a Ítaca,"Comparo ambas entrevista, la de #ErrejónEH y la de #SantiagoAbascalEH , y...

El 'coco' le funciona bastante mejor… https://t.co/Mg4i70jyHm",i compare both interviews  that of   errejneh and that of  santiagoabascaleh  and     the    coco    works much better for you        t co ,positive,0.4404
relator_oficial,2019-10-15 20:05:38,España,"@esRadio @Ortega_Smith @vox_es @eslamananadeFJL Mañana otro programa con récord de audiencia!!

#SantiagoAbascalEH 
#ortegasmith 

#VOX", esradio  ortega smith  vox es  eslamananadefjl tomorrow another program with an audience record     santiagoabascaleh  ortegasmith  vox,positive,0.0
PakitoVlogs,2019-10-15 19:49:31,Spain,"RT @PakitoVlogs: ¿Qué sucederá esta noche en El Hormiguero?
https://t.co/BVzRiVsRPF
#ErrejónEH #ElHormiguero #elhormigueroabascal #Santiago…",  pakitovlogs  what will happen tonight at el hormiguero     t co bvzrivsrpf   errejneh  elhormiguero  elhormigueroabascal   santiago    ,positive,0.0
PakitoVlogs,2019-10-15 19:49:14,Spain,"¿Qué sucederá esta noche en El Hormiguero?
https://t.co/BVzRiVsRPF
#ErrejónEH #ElHormiguero #elhormigueroabascal… https://t.co/Oe7ztDJhxd",what will happen tonight at el hormiguero     t co bvzrivsrpf   errejneh  elhormiguero   elhormigueroabascal    t co ,positive,0.0
mvgvs,2019-10-15 19:46:22,,RT @El_Hormiguero: Comienza la ronda política de cara a las elecciones del 10 de Noviembre. Seguimos esperando la confirmación de @sanchezc…,  el hormiguero  the political round begins for the november  elections  we are still waiting for confirmation from   sanchezc    ,negative,0.0
apc_caceres,2019-10-15 19:33:48,,"RT @apcabos: @apcabos defiende las sustituciones y sucesiones de mando, para que quienes lo realizan, puedan tener las mismas condiciones d…",  apcabos   apcabos defends the substitutions and successions of command  so that those who do it  can have the same conditions of,positive,0.0258
apc_caceres,2019-10-15 19:33:37,,"RT @apcabos: #APCABOSporyparaloscabos
@Santi_ABASCAL @vox_es #SantiagoAbascalEH
Nos importa y mucho nuestro empleo, tanto nos importa que s…",  apcabos   apcabosporyparaloscabos  santi abascal  vox es  santiagoabascaleh we care a lot about our employment  so much we care that s    ,positive,0.7506
LibExp1971,2019-10-15 19:23:18,,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",  agustinrosety  nobody has had an interview in the anthill like they did today to  santi abascal and it has come out more than    ,positive,0.3612
pradigales,2019-10-15 19:20:51,De camino a Ítaca,Hace unos días vi por primera vez #ElHormiguero. Lo hice por la 'contrapublicidad' de la entrevista a… https://t.co/T4FzdJXDSF,a few days ago i saw  elhormiguero for the first time  i did it for the    counter publicity    of the interview to    t co ,positive,0.0
castellanapura,2019-10-15 18:02:18,,"RT @pedroagueda: Al final, El Hormiguero, programa que solo veo cuando van políticos, dibuja la línea que separa a todos los demás de Abasc…",  pedroagueda  in the end  el hormiguero  a program that i only see when politicians go  draws the line that separates everyone else from abasc    ,positive,0.0
OCIOWORLD1,2019-10-15 17:37:08,,"La entrevista de Santiago Abascal en El Hormiguero – La polémica está servida
https://t.co/aQhQuD6OAN
#12Octubre… https://t.co/npU1XmAtKv",the interview of santiago abascal in el hormiguero   the controversy is served    t co        t co ,positive,0.0
medin_4_gp,2019-10-15 17:33:35,"La Vellés, Salamanca 🇪🇸","RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",  casoaislado es  strong words of santiago abascal  president of  vox es  during his speech at el hormiguero    santiagoab    ,positive,0.5106
viviroctero,2019-10-15 16:53:36,Murcia,"RT @IsaacParejo: Santiago Abascal le daría a una pareja homosexual un niño que no quiere adoptar nadie,  qué considerado xD #SantiagoAbasca…",  isaacparejo  santiago abascal would give a homosexual couple a child who does not want to adopt anyone  what is considered xd   santiagoabasca    ,positive,0.4696
wmaggie12,2019-10-15 16:42:05,,"RT @eljueves: Te explicamos lo que ha pasado de verdad con Abascal en El Hormiguero. #SantiagoAbascalEH 
Por @TrickyTrapper https://t.co/QX…",  eljueves  we explain what really happened to abascal in el hormiguero   santiagoabascaleh by  trickytrapper    t co qx,positive,0.0
josemanuelgj,2019-10-15 16:37:56,,"RT @sanchezdelreal: Pues sí. Santi ha logrado mostrar quién es y qué piensa- guste o no-  con tranquilidad, amabilidad, educación ante un t…",   sanchezdelreal  yes  yes  santi has managed to show who he is and what he thinks   like it or not   with tranquility  kindness  education before a t    ,positive,0.4745
josemanuelgj,2019-10-15 16:37:40,,"RT @isaacj: Para mí la frase de la noche ha sido:

""No he venido a convencerte sino a representar a los que piensan como yo""

#SantiagoAbas…",  isaacj  for me the phrase of the night was   quot i have not come to convince you but to represent those who think like me quot    santiagoabas    ,positive,0.4367
josemanuelgj,2019-10-15 16:37:27,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",  vox es    santi abascal in  el hormiguero   quot i would defend the border of melilla with larger walls if necessary and giving help to,positive,0.6249
lafiadeorbea,2019-10-15 15:54:26,,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
PakitoVlogs,2019-10-15 15:53:50,Spain,"RT @PakitoVlogs: Aquí lo tenéis !!! Espero que os guste
https://t.co/BVzRiVsRPF
#ElHormiguero #SantiagoAbascalEH #Vox #SantiagoAbascal 
htt…",  pakitovlogs  here you have it     i hope you like it    t co bvzrivsrpf  elhormiguero  santiagoabascaleh  vox  santiagoabascal htt,positive,0.6597
PakitoVlogs,2019-10-15 15:53:38,Spain,"Aquí lo tenéis !!! Espero que os guste
https://t.co/BVzRiVsRPF
#ElHormiguero #SantiagoAbascalEH #Vox… https://t.co/XD0Q04ZhHi",here it is     i hope you like it    t co bvzrivsrpf  elhormiguero  santiagoabascaleh   vox    t co ,positive,0.6597
manueladetriana,2019-10-15 15:49:54,,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
juancarlosmerl,2019-10-15 15:49:00,,"RT @AlejandroDeAnta: ""Donaría  primero para el Amazonas, porque la obra de Dios es mucho más importante que la del hombre. Notre Dame siemp…",  alejandrodeanta   quot i would donate first to the amazon  because the work of god is much more important than that of man  notre dame siemp    ,positive,0.5984
davidf_navarro,2019-10-15 15:35:49,,RT @FcoCP96: Te das cuenta de que en España no existe la verdadera libertad de expresión cuando el presentador de una cadena privada tiene…,     you realize that in spain there is no real freedom of expression when the presenter of a private network has,negative,0.4588
marinacor642010,2019-10-15 15:10:47,,"RT @relator_oficial: @finacapacete @Santi_ABASCAL Pablo Motos ha cometido un error que la izquierda probablemente nunca le perdonará.

Cuan…",  relator oficial   finacapacete  santi abascal pablo motos has made a mistake that the left will probably never forgive  how    ,positive,-0.4963
capadociados,2019-10-15 15:03:23,,RT @soydanielfeo: Que llamen a Adriana Lastra que para lo que tienen que decir con ella es suficiente #SantiagoAbascalEH,  soydanielfeo  call adriana lastra that what you have to say with her is enough  santiagoabascaleh,positive,0.0
politicaymore,2019-10-15 14:49:15,,"Hola @El_Hormiguero : le preguntará Pablo Motos a Errejón por esto, como le preguntó a Santiago Abascal… https://t.co/L1FVo2jD4Z",hello  el hormiguero  pablo motos will ask errejn for this  as he asked santiago abascal        t co ,positive,0.0
Colohe_,2019-10-15 14:48:29,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",  vox es    santi abascal in  el hormiguero   quot i would defend the border of melilla with larger walls if necessary and giving help to,positive,0.6249
diegoramostoreo,2019-10-15 14:45:07,sanlucar de barrameda cadiz,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
Jxy_RN,2019-10-15 14:32:55,Where Rose goes,"RT @AlejandroDeAnta: ""Donaría  primero para el Amazonas, porque la obra de Dios es mucho más importante que la del hombre. Notre Dame siemp…",  alejandrodeanta   quot i would donate first to the amazon  because the work of god is much more important than that of man  notre dame siemp    ,positive,0.5984
n378urn3r,2019-10-15 14:25:08,,A ver si #SantiagoAbascalEH va ser el más currela de todos https://t.co/ZDNWsmMWpB,let   s see if  santiagoabascaleh is going to be the hottest of all    t co zdnwsmmwpb,positive,0.0
Borrego_Am,2019-10-15 14:17:37,Sevilla,RT @joselazobuzon: Abascal:No soy facha #SantiagoAbascalEH https://t.co/itAXzfu4NO,  joselazobuzon  abascal  i   m not a faade  santiagoabascaleh    t co ,positive,0.0
albalacalva,2019-10-15 13:59:36,"Alicante, España",RT @joselazobuzon: Abascal:No soy facha #SantiagoAbascalEH https://t.co/itAXzfu4NO,  joselazobuzon  abascal  i   m not a faade  santiagoabascaleh    t co ,positive,0.0
Cotichu,2019-10-15 13:54:53,Madrid!,RT @albertoluni: Pablo Motos cada vez que intenta dejar en evidencia a Abascal y no lo consigue #SantiagoAbascalEH https://t.co/eWaZckMtn8,  albertoluni  pablo motos every time he tries to show abascal and does not get it  santiagoabascaleh    t co ,negative,0.0
GESANDA,2019-10-15 13:16:51,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
tomasrodrico,2019-10-15 13:15:39,"Mérida, Extremadura","RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
pablich15,2019-10-15 13:14:54,Madrid/Torre de Juan Abad,"RT @eSPAINews: 📢 @Santi_ABASCAL, hoy en @El_Hormiguero: «Defendería la frontera de #Melilla con muros más grandes si es necesario y en segu…",  espainews    santi abascal  today in  el hormiguero  i would defend the  melilla border with larger walls if necessary and then,positive,0.0
OCIOWORLD1,2019-10-15 12:28:51,,"La entrevista de Santiago Abascal en El Hormiguero – La polémica está servida
https://t.co/aQhQuD6OAN
#12Octubre… https://t.co/DosvWYFBBh",the interview of santiago abascal in el hormiguero   the controversy is served    t co        t co dosvwyfbbh,positive,0.0
karlosSa30,2019-10-15 11:51:01,"Las Palmas, Islas Canarias","RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
isaabelmonte,2019-10-15 11:45:03,,RT @joselazobuzon: Abascal:No soy facha #SantiagoAbascalEH https://t.co/itAXzfu4NO,  joselazobuzon  abascal  i   m not a faade  santiagoabascaleh    t co ,positive,0.0
Henokiiii,2019-10-15 11:27:07,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",  vox en    santi abascal in  el hormiguero   quot we are the only ones who would not allow women rapists out of jail    ,negative,0.4168
__nauzet02__,2019-10-15 09:55:44,,RT @joselazobuzon: Abascal:No soy facha #SantiagoAbascalEH https://t.co/itAXzfu4NO,  joselazobuzon  abascal  i   m not a faade  santiagoabascaleh    t co ,positive,0.0
relator_oficial,2019-10-15 09:10:47,España,"@finacapacete @Santi_ABASCAL @El_Hormiguero @elhormi Pablo Motos es un mierdecilla moral.

Millonario comunista a c… https://t.co/4GNkEYGAV5", finacapacete  santi abascal  el hormiguero  elhormi pablo motos is a moral shit  communist millionaire ac    t co ,negative,-0.5574
relator_oficial,2019-10-15 09:06:32,España,@carrizosacarlos @Thealcoface Los indepes son tan profundamente idiotas que Torra les anima a manifestarse y luego… https://t.co/Vurk7FHGvI, carrizosacarlos  thealcoface the indepes are so deeply idiots that torra encourages them to demonstrate and then    t co ,negative,0.4404
AgpMartin,2019-10-15 09:06:06,,RT @JuanfraEscudero: 🗣Dice Abascal en El Hormiguero que defendería la frontera de Melilla con muros más grandes si es necesario y mandaría…,  juanfraescudero  ab abascal says in el hormiguero that he would defend the border of melilla with larger walls if necessary and send,positive,0.0
AgpMartin,2019-10-15 08:56:47,,"RT @EliasGrima: De la entrevista a @Santi_ABASCAL en #SantiagoAbascalEH también me quedo con eso de... ""Jamas encontrarás a La madre del to…",  eliasgrima  from the interview to  santi abascal in  santiagoabascaleh i also keep that      quot you will never find la madre del to    ,positive,0.0
OCIOWORLD1,2019-10-15 08:39:55,,"La entrevista de Santiago Abascal en El Hormiguero – La polémica está servida
https://t.co/aQhQuD6OAN
#12Octubre… https://t.co/V3cCtb6c6M",the interview of santiago abascal in el hormiguero   the controversy is served    t co        t co ,positive,0.0
